recordId,drugName,condition,date,usefulCount,sideEffects,rating
105702,Methylprednisolone,"Gout, Acute","January 4, 2010",35,No Side Effects,5
129786,Levonorgestrel,Emergency Contraception,"May 13, 2015",20,No Side Effects,5
7774,Xanax,Anxiety,"October 27, 2011",5,Moderate Side Effects,5
109158,Nexplanon,Birth Control,"March 22, 2017",4,Mild Side Effects,4
99011,Lutera,Birth Control,"January 19, 2016",1,No Side Effects,5
139121,Phentermine,Weight Loss,"December 25, 2008",32,Mild Side Effects,5
198716,Depo-Provera,Birth Control,"January 20, 2017",3,No Side Effects,5
36325,Imiquimod,Human Papilloma Virus,"March 4, 2015",18,Mild Side Effects,5
26256,Sprintec,Birth Control,"April 1, 2016",1,Mild Side Effects,4
148039,Norethindrone,Birth Control,"November 23, 2015",3,No Side Effects,1
14539,Buprenorphine / naloxone,Opiate Dependence,"October 27, 2008",20,Moderate Side Effects,5
113401,Bisacodyl,Constipation,"February 16, 2015",1,No Side Effects,5
69651,Buprenorphine,Opiate Dependence,"June 17, 2010",46,Mild Side Effects,5
156295,Ropinirole,Restless Legs Syndrome,"October 11, 2016",51,Extremely Severe Side Effects,1
49626,Ethinyl estradiol / levonorgestrel,Birth Control,"July 6, 2015",5,No Side Effects,1
15625,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,"November 14, 2016",1,Severe Side Effects,1
171824,Meloxicam,Rheumatoid Arthritis,"July 22, 2013",134,No Side Effects,5
118838,Drospirenone / ethinyl estradiol,Birth Control,"August 6, 2017",0,Severe Side Effects,1
102641,Aripiprazole,Depression,"May 16, 2015",59,Severe Side Effects,4
187516,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,"July 26, 2016",3,No Side Effects,1
18801,Enablex,Overactive Bladde,"April 23, 2011",32,Mild Side Effects,4
99392,Levoxyl,Underactive Thyroid,"June 13, 2016",33,No Side Effects,3
77398,Prolia,Osteoporosis,"August 3, 2017",42,Severe Side Effects,1
6505,Wellbutrin XL,Depression,"August 3, 2017",44,Moderate Side Effects,5
19945,Pregabalin,Pain,"July 1, 2009",24,Extremely Severe Side Effects,5
39672,Contrave,Obesity,"February 17, 2016",3,Moderate Side Effects,4
196630,Letrozole,Breast Cance,"November 2, 2015",85,Mild Side Effects,2
123537,Skyla,Birth Control,"June 29, 2017",2,No Side Effects,4
98509,Nexplanon,Birth Control,"July 21, 2014",35,No Side Effects,5
6785,Beyaz,Birth Control,"December 14, 2011",5,Extremely Severe Side Effects,3
193144,Dextroamphetamine,ADHD,"February 14, 2012",30,Mild Side Effects,5
158466,Methylphenidate,ADHD,"December 14, 2015",7,No Side Effects,1
121694,Venlafaxine,Depression,"March 28, 2015",52,Severe Side Effects,5
141799,Escitalopram,Anxiety,"January 13, 2011",5,Mild Side Effects,2
47345,Flonase,Allergic Rhinitis,"March 13, 2015",16,Mild Side Effects,5
168592,Vilazodone,Depression,"August 26, 2017",8,Moderate Side Effects,1
126839,Erythromycin,Upper Respiratory Tract Infection,"January 4, 2017",2,Mild Side Effects,1
55702,Effexor,Depression,"April 4, 2016",17,Mild Side Effects,1
180150,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"March 23, 2017",7,Mild Side Effects,5
172508,Clonazepam,Anxiety,"March 27, 2016",14,No Side Effects,1
18666,Alendronate,Prevention of Osteoporosis,"January 12, 2009",35,Severe Side Effects,2
165465,Levonorgestrel,Emergency Contraception,"June 1, 2017",0,Mild Side Effects,3
118098,Delatestryl,"Hypogonadism, Male","September 17, 2014",22,No Side Effects,5
128941,Levonorgestrel,Emergency Contraception,"December 8, 2015",3,Mild Side Effects,3
226156,Remicade,Rheumatoid Arthritis,"February 17, 2015",40,Extremely Severe Side Effects,5
1685,Simply Sleep,Insomnia,"February 11, 2009",14,No Side Effects,2
185164,Harvoni,Hepatitis C,"June 11, 2016",42,Mild Side Effects,5
24553,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,"June 29, 2015",39,Severe Side Effects,5
150609,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"November 29, 2015",22,Mild Side Effects,1
187524,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,"June 19, 2016",2,No Side Effects,1
197295,Paroxetine,Anxiety,"February 2, 2013",118,Severe Side Effects,5
77002,Lorcaserin,Weight Loss,"March 10, 2015",78,Moderate Side Effects,5
100669,Desogestrel / ethinyl estradiol,Birth Control,"December 16, 2009",7,Mild Side Effects,3
190088,Desipramine,Depression,"July 13, 2008",50,Severe Side Effects,5
79623,Insulin glargine,"Diabetes, Type 2","April 26, 2016",9,Mild Side Effects,1
128462,Phentermine,Weight Loss,"September 24, 2015",7,Moderate Side Effects,5
162935,Rapaflo,Benign Prostatic Hyperplasia,"February 9, 2013",69,Mild Side Effects,1
230636,Depo-Provera,Birth Control,"September 15, 2009",3,Mild Side Effects,4
41188,Acetaminophen / oxycodone,Pain,"October 22, 2010",7,No Side Effects,4
210590,Mirtazapine,Anxiety,"September 1, 2017",5,Moderate Side Effects,3
138647,Phentermine,Weight Loss,"March 8, 2012",2,No Side Effects,5
33482,Microgestin Fe 1 / 20,Birth Control,"December 14, 2014",10,Extremely Severe Side Effects,4
3186,Nitrofurantoin,Urinary Tract Infection,"November 14, 2016",5,No Side Effects,2
205919,Pristiq,Depression,"August 3, 2009",190,Severe Side Effects,2
198675,Depo-Provera,Abnormal Uterine Bleeding,"May 12, 2017",7,No Side Effects,4
147118,Alprazolam,Anxiety,"August 2, 2014",140,Mild Side Effects,5
92852,Vortioxetine,Major Depressive Disorde,"June 6, 2017",10,Extremely Severe Side Effects,2
80030,Benzonatate,Cough,"May 6, 2017",11,Severe Side Effects,1
61800,Citalopram,Anxiety and Stress,"December 23, 2015",3,No Side Effects,4
134979,Dapsone,Acne,"May 3, 2015",20,Moderate Side Effects,4
214161,Tioconazole,Vaginal Yeast Infection,"March 31, 2016",1,No Side Effects,5
51915,Ustekinumab,Psoriasis,"July 27, 2011",39,Mild Side Effects,5
4145,Atropine / diphenoxylate,Diarrhea,"August 4, 2009",69,No Side Effects,5
132355,Ativan,Anxiety,"January 28, 2011",10,Mild Side Effects,5
119380,Testosterone,Gender Dysphoria,"June 6, 2014",8,No Side Effects,5
124762,Omega-3 polyunsaturated fatty acids,ADHD,"November 30, 2014",28,Moderate Side Effects,5
125549,Dulcolax,Constipation,"October 12, 2013",21,Mild Side Effects,4
36551,Fentanyl,Chronic Pain,"February 11, 2016",19,Severe Side Effects,1
168791,Vilazodone,Depression,"January 2, 2015",43,No Side Effects,2
27670,Aveed,"Hypogonadism, Male","July 20, 2016",4,No Side Effects,3
174255,Aspirin / dipyridamole,"Ischemic Stroke, Prophylaxis","September 2, 2010",25,No Side Effects,1
103214,Estarylla,Abnormal Uterine Bleeding,"October 28, 2016",2,No Side Effects,1
137778,Enbrel,Rheumatoid Arthritis,"February 11, 2015",40,Moderate Side Effects,5
38623,Liletta,Birth Control,"March 16, 2017",4,Moderate Side Effects,4
24508,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,"February 7, 2017",4,No Side Effects,4
116665,Lamictal,Bipolar Disorde,"June 10, 2017",22,No Side Effects,4
104012,Ethinyl estradiol / levonorgestrel,Birth Control,"April 26, 2014",10,No Side Effects,4
118517,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,"July 9, 2016",8,No Side Effects,5
14436,Buprenorphine / naloxone,Opiate Dependence,"December 10, 2009",19,Moderate Side Effects,5
13603,Amphetamine / dextroamphetamine,ADHD,"May 26, 2011",12,Extremely Severe Side Effects,5
230180,Daklinza,Hepatitis C,"August 9, 2016",6,Mild Side Effects,5
107174,Implanon,Birth Control,"June 1, 2012",0,Mild Side Effects,4
76949,Lorcaserin,Weight Loss,"May 21, 2015",28,Extremely Severe Side Effects,1
213956,Tioconazole,Vaginal Yeast Infection,"August 25, 2016",15,Mild Side Effects,3
50826,Azithromycin,Bronchitis,"April 7, 2017",5,No Side Effects,3
73911,Ethinyl estradiol / norethindrone,Birth Control,"March 22, 2012",4,No Side Effects,1
222269,Thiothixene,Psychosis,"March 12, 2011",41,Severe Side Effects,4
191687,Lisdexamfetamine,ADHD,"December 8, 2011",14,Severe Side Effects,5
21053,Paliperidone,Schizophrenia,"June 29, 2017",2,Moderate Side Effects,5
24312,Uloric,Gout,"May 8, 2016",19,Moderate Side Effects,5
162311,Hyaluronan,Osteoarthritis,"December 11, 2013",89,No Side Effects,5
53946,Minoxidil,Alopecia,"February 4, 2017",15,Severe Side Effects,5
160099,Rivaroxaban,Deep Vein Thrombosis,"July 10, 2017",8,No Side Effects,2
153441,Doxycycline,Acne,"August 21, 2013",4,Mild Side Effects,5
218432,Amoxicillin / clavulanate,Bacterial Infection,"January 26, 2012",10,No Side Effects,4
223640,Omalizumab,"Asthma, Maintenance","June 24, 2017",2,Mild Side Effects,5
59836,NuvaRing,Birth Control,"January 25, 2016",5,No Side Effects,3
161729,Remeron,Depression,"December 19, 2012",106,Mild Side Effects,5
18066,Ethinyl estradiol / etonogestrel,Birth Control,"December 23, 2011",1,No Side Effects,4
145342,Zithromax,Skin or Soft Tissue Infection,"July 15, 2017",0,Moderate Side Effects,1
186723,Benicar,High Blood Pressure,"June 6, 2016",36,No Side Effects,3
198865,Depo-Provera,Birth Control,"September 11, 2016",9,Mild Side Effects,1
113574,Acetaminophen / butalbital / caffeine,Headache,"December 5, 2011",16,Moderate Side Effects,5
56958,Ranitidine,GERD,"July 12, 2016",24,Severe Side Effects,5
188973,Drospirenone / estradiol,Postmenopausal Symptoms,"June 16, 2016",6,Moderate Side Effects,1
174372,Tri-Lo-Sprintec,Birth Control,"January 19, 2017",2,Mild Side Effects,1
159895,Bactrim,Urinary Tract Infection,"December 29, 2011",45,Moderate Side Effects,2
164510,Diclofenac,Back Pain,"July 12, 2012",55,Moderate Side Effects,5
152717,Rocephin,Bacterial Infection,"November 30, 2010",23,Moderate Side Effects,5
169832,Aspirin / butalbital / caffeine,Migraine,"September 14, 2009",23,Moderate Side Effects,5
34697,Minocycline,Acne,"December 14, 2015",8,No Side Effects,4
224474,Bupropion,Panic Disorde,"November 15, 2017",2,Mild Side Effects,5
210587,Mirtazapine,Depression,"September 8, 2017",16,Mild Side Effects,5
214014,Tioconazole,Vaginal Yeast Infection,"June 21, 2016",8,Severe Side Effects,2
33294,Microgestin Fe 1 / 20,Birth Control,"July 4, 2016",4,Moderate Side Effects,5
166139,Levonorgestrel,Birth Control,"January 11, 2017",4,No Side Effects,1
99850,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"March 31, 2016",11,No Side Effects,5
220643,Loestrin 24 Fe,Birth Control,"March 18, 2011",2,No Side Effects,4
86795,Falmina,Birth Control,"October 2, 2016",1,No Side Effects,1
137543,Isotretinoin,Acne,"March 20, 2009",1,Moderate Side Effects,5
23985,Tolterodine,Overactive Bladde,"November 2, 2009",20,No Side Effects,1
226664,Etonogestrel,Birth Control,"May 20, 2015",3,Extremely Severe Side Effects,3
92815,Vortioxetine,Depression,"September 5, 2017",18,Mild Side Effects,3
155236,Metronidazole,Bacterial Infection,"January 23, 2016",12,Mild Side Effects,2
51682,Azithromycin,Pneumonia,"February 13, 2013",39,Moderate Side Effects,5
124099,Skyla,Birth Control,"March 11, 2016",2,Mild Side Effects,3
86212,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"October 16, 2015",6,No Side Effects,5
213123,Nuvigil,Narcolepsy,"June 17, 2017",3,Extremely Severe Side Effects,5
139595,Luvox,Obsessive Compulsive Disorde,"July 6, 2012",102,Extremely Severe Side Effects,5
178489,Duloxetine,ibromyalgia,"May 22, 2009",33,Mild Side Effects,3
183639,Cymbalta,ibromyalgia,"September 28, 2009",22,Severe Side Effects,1
180915,Dienogest / estradiol,Birth Control,"June 11, 2012",14,Mild Side Effects,5
196016,Hydralazine,High Blood Pressure,"September 3, 2012",69,Moderate Side Effects,1
195574,Aviane,Birth Control,"July 5, 2013",31,Moderate Side Effects,1
62146,Citalopram,Depression,"May 13, 2014",29,Extremely Severe Side Effects,1
198727,Depo-Provera,Birth Control,"March 15, 2017",2,Mild Side Effects,1
229983,Lastacaft,"Conjunctivitis, Allergic","December 28, 2016",3,Mild Side Effects,1
85452,Ethinyl estradiol / norgestimate,Birth Control,"March 28, 2015",13,Severe Side Effects,1
165877,Levonorgestrel,Birth Control,"March 8, 2017",5,No Side Effects,2
76676,Lorcaserin,Weight Loss,"February 8, 2017",30,No Side Effects,5
77100,Lorcaserin,Obesity,"October 6, 2014",117,No Side Effects,4
197930,Metoprolol,High Blood Pressure,"April 9, 2016",27,Moderate Side Effects,4
45395,Fluoxetine,Major Depressive Disorde,"May 19, 2015",53,Mild Side Effects,5
147855,Norethindrone,Birth Control,"May 30, 2017",2,Moderate Side Effects,1
127692,Phentermine,Obesity,"April 5, 2017",21,Severe Side Effects,5
89066,Singulair,Bronchospasm Prophylaxis,"August 1, 2010",53,Mild Side Effects,5
10332,Breo Ellipta,Asthma,"September 20, 2016",11,Mild Side Effects,5
111715,Cipro,Bladder Infection,"April 3, 2008",156,Mild Side Effects,5
33,Medroxyprogesterone,Birth Control,"November 19, 2015",2,Mild Side Effects,4
85328,Ethinyl estradiol / norgestimate,Birth Control,"July 7, 2015",5,Mild Side Effects,5
121548,Venlafaxine,Anxiety,"August 9, 2015",87,No Side Effects,5
164131,Fluorouracil,Keratosis,"March 5, 2013",149,Severe Side Effects,4
135104,Brisdelle,Hot Flashes,"April 9, 2014",59,Severe Side Effects,1
151204,OxyContin,Pain,"November 3, 2009",247,No Side Effects,5
31891,Miconazole,Vaginal Yeast Infection,"July 31, 2015",16,Mild Side Effects,3
216228,Copper,Birth Control,"May 7, 2015",2,Mild Side Effects,4
110271,Nexplanon,Birth Control,"February 23, 2016",8,Mild Side Effects,5
156835,Transderm-Scop,Nausea/Vomiting,"February 12, 2015",5,No Side Effects,5
223306,Cetirizine,Allergic Rhinitis,"April 14, 2016",4,No Side Effects,2
85626,Ethinyl estradiol / norgestimate,Birth Control,"July 10, 2014",28,Extremely Severe Side Effects,3
194505,Atorvastatin,High Cholesterol,"May 30, 2016",51,Severe Side Effects,5
22668,Lidocaine,Neuropathic Pain,"June 17, 2017",8,Severe Side Effects,1
73100,Ethinyl estradiol / norethindrone,Birth Control,"January 27, 2015",29,Extremely Severe Side Effects,5
141219,Escitalopram,Anxiety,"June 7, 2015",81,No Side Effects,5
62530,Citalopram,Depression,"June 6, 2011",10,Moderate Side Effects,2
181844,Jentadueto,"Diabetes, Type 2","May 21, 2016",6,No Side Effects,5
153795,Amoxicillin,Dental Abscess,"May 2, 2016",16,Extremely Severe Side Effects,3
61847,Citalopram,Anxiety and Stress,"September 16, 2015",19,Mild Side Effects,5
19212,Pregabalin,Neuropathic Pain,"January 7, 2017",1,Severe Side Effects,2
186313,Desvenlafaxine,Depression,"March 14, 2012",30,Moderate Side Effects,5
58071,Acetaminophen / hydrocodone,Pain,"December 20, 2009",8,Mild Side Effects,2
32232,Wellbutrin XL,Depression,"September 9, 2008",45,Mild Side Effects,4
170489,Quetiapine,Depression,"July 12, 2015",20,Moderate Side Effects,5
98190,Nexplanon,Birth Control,"July 7, 2015",12,Moderate Side Effects,1
183297,Cymbalta,Anxiety,"July 16, 2012",24,Mild Side Effects,1
154019,Tarina Fe 1 / 20,Birth Control,"April 17, 2017",2,No Side Effects,2
172942,Clonazepam,Anxiety,"July 4, 2013",44,Moderate Side Effects,5
203593,Zyban,Smoking Cessation,"March 29, 2017",42,Moderate Side Effects,4
204476,BuSpar,Anxiety,"June 22, 2014",275,Severe Side Effects,5
173362,Clonazepam,Anxiety,"September 21, 2008",20,Moderate Side Effects,5
218246,Amoxicillin / clavulanate,Sinusitis,"December 10, 2015",7,Mild Side Effects,4
219367,Dexmethylphenidate,ADHD,"December 10, 2015",22,Mild Side Effects,4
45939,Fluoxetine,Anxiety and Stress,"April 29, 2011",53,Mild Side Effects,4
177323,Duloxetine,Anxiety,"December 8, 2016",46,Mild Side Effects,5
31307,Miconazole,Vaginal Yeast Infection,"July 26, 2016",0,No Side Effects,3
148033,Norethindrone,Birth Control,"February 29, 2016",3,Mild Side Effects,3
48811,Ethinyl estradiol / levonorgestrel,Premenstrual Syndrome,"February 20, 2017",1,No Side Effects,1
100437,Desogestrel / ethinyl estradiol,Birth Control,"July 4, 2014",10,No Side Effects,3
170816,Quetiapine,Post Traumatic Stress Disorde,"November 24, 2012",35,Mild Side Effects,1
115420,Propofol,Anesthesia,"December 10, 2015",4,Mild Side Effects,5
140937,Escitalopram,Generalized Anxiety Disorde,"December 14, 2015",4,No Side Effects,4
93128,Vortioxetine,Depression,"March 15, 2016",6,Mild Side Effects,1
223503,Epclusa,Hepatitis C,"April 5, 2017",21,No Side Effects,5
75763,Temazepam,Insomnia,"December 15, 2014",44,Moderate Side Effects,3
115056,Diazepam,Anxiety,"March 29, 2015",121,Mild Side Effects,5
206986,Zarah,Birth Control,"May 24, 2017",2,Mild Side Effects,3
72458,Tramadol,Pain,"February 20, 2012",9,No Side Effects,5
48601,Ethinyl estradiol / levonorgestrel,Birth Control,"June 30, 2017",0,Moderate Side Effects,2
209634,Donepezil,Mild Cognitive Impairment,"November 30, 2015",37,Moderate Side Effects,1
188139,Elocon,Eczema,"January 14, 2014",50,Extremely Severe Side Effects,5
78606,Alclometasone,Atopic Dermatitis,"April 12, 2009",3,Severe Side Effects,5
52584,Armour Thyroid,Underactive Thyroid,"January 14, 2012",59,Mild Side Effects,1
203724,Suvorexant,Insomnia,"July 17, 2017",22,No Side Effects,3
78095,Zyprexa,Bipolar Disorde,"July 24, 2015",43,Mild Side Effects,5
156012,Cialis,Erectile Dysfunction,"March 6, 2016",36,No Side Effects,5
62788,Cafergot,Migraine,"January 30, 2014",3,No Side Effects,4
113318,Bisacodyl,Constipation,"October 2, 2015",8,No Side Effects,5
156472,Amethia,Birth Control,"July 10, 2015",2,No Side Effects,1
216507,Sildenafil,Erectile Dysfunction,"November 13, 2009",47,No Side Effects,4
23884,Saphris,Bipolar Disorde,"August 2, 2013",22,No Side Effects,1
20164,Macrobid,Urinary Tract Infection,"February 13, 2016",22,Moderate Side Effects,1
167805,Levonorgestrel,Emergency Contraception,"December 24, 2015",1,No Side Effects,3
154844,Metronidazole,Diverticulitis,"April 11, 2017",22,No Side Effects,1
210804,Mirtazapine,Major Depressive Disorde,"April 26, 2016",34,Mild Side Effects,4
165183,Phentermine / topiramate,Weight Loss,"February 25, 2014",65,Mild Side Effects,4
107445,Implanon,Birth Control,"September 9, 2011",2,Mild Side Effects,5
191222,Pentasa,Crohn's Disease,"August 16, 2015",5,Severe Side Effects,4
230394,Meloxicam,Inflammatory Conditions,"October 17, 2015",45,Severe Side Effects,5
216579,Sucralfate,Stomach Ulce,"July 29, 2016",23,No Side Effects,3
31897,Miconazole,Vaginal Yeast Infection,"July 28, 2015",5,Mild Side Effects,2
207858,Suprep Bowel Prep Kit,Bowel Preparation,"May 5, 2015",38,No Side Effects,5
143816,Etonogestrel,Birth Control,"September 25, 2016",5,No Side Effects,2
5755,Ketorolac,Postoperative Ocular Inflammation,"July 13, 2016",2,Mild Side Effects,5
106333,Implanon,Birth Control,"December 27, 2016",3,No Side Effects,4
182811,Cymbalta,Back Pain,"August 5, 2016",22,Mild Side Effects,4
67871,Plan B,Emergency Contraception,"August 18, 2016",2,Mild Side Effects,1
38379,Liletta,Birth Control,"October 10, 2017",6,Mild Side Effects,5
137499,Isotretinoin,Acne,"March 22, 2008",73,Mild Side Effects,5
26408,Sprintec,Abnormal Uterine Bleeding,"June 4, 2015",3,Moderate Side Effects,4
184618,Methylin,ADHD,"April 25, 2009",14,Mild Side Effects,2
81449,Yaz,Menstrual Disorders,"March 12, 2011",8,No Side Effects,4
209162,Skelaxin,ibromyalgia,"February 26, 2009",32,No Side Effects,5
95508,Sotalol Hydrochloride AF,Atrial Fibrillation,"January 29, 2010",113,Mild Side Effects,2
228470,Geodon,Schizoaffective Disorde,"December 28, 2016",14,Moderate Side Effects,5
137746,Enbrel,Rheumatoid Arthritis,"June 20, 2015",87,Moderate Side Effects,5
95060,Abilify,Obsessive Compulsive Disorde,"June 16, 2008",32,Mild Side Effects,5
114573,Estradiol Patch,Postmenopausal Symptoms,"August 18, 2017",2,No Side Effects,5
48336,Exelon,Alzheimer's Disease,"February 21, 2010",51,Moderate Side Effects,5
26282,Sprintec,Birth Control,"August 30, 2016",4,Mild Side Effects,3
92099,Lyrica,Diabetic Peripheral Neuropathy,"February 19, 2012",69,No Side Effects,5
21166,Paliperidone,Schizophrenia,"April 21, 2016",19,Mild Side Effects,4
55291,Bupropion / naltrexone,Obesity,"December 1, 2015",5,No Side Effects,5
180261,Diclofenac,Osteoarthritis,"October 11, 2017",0,Moderate Side Effects,5
135298,Tamiflu,Influenza,"March 7, 2017",5,Moderate Side Effects,2
28844,Lexapro,Depression,"October 16, 2009",18,No Side Effects,4
165911,Levonorgestrel,Emergency Contraception,"March 6, 2017",2,No Side Effects,5
112312,Gabapentin,Insomnia,"December 14, 2016",28,Extremely Severe Side Effects,4
186651,Desvenlafaxine,Depression,"October 11, 2009",22,Severe Side Effects,5
56978,Ranitidine,GERD,"August 17, 2011",20,Mild Side Effects,4
59012,Divalproex sodium,Migraine Prevention,"March 7, 2008",36,Moderate Side Effects,4
214323,Tioconazole,Vaginal Yeast Infection,"December 29, 2015",4,No Side Effects,1
191667,Lisdexamfetamine,ADHD,"May 31, 2011",10,Mild Side Effects,5
222307,Kyleena,Birth Control,"November 19, 2017",0,Mild Side Effects,5
49965,Gabapentin,ibromyalgia,"January 19, 2016",56,Extremely Severe Side Effects,5
150876,Sulfamethoxazole / trimethoprim,Acne,"May 11, 2011",5,Moderate Side Effects,5
27292,Imitrex,Migraine,"March 2, 2011",6,No Side Effects,5
89442,Celexa,Anxiety and Stress,"March 22, 2013",118,Moderate Side Effects,5
7724,Xanax,Anxiety,"June 17, 2013",128,No Side Effects,5
104830,Ethinyl estradiol / levonorgestrel,Birth Control,"May 2, 2010",9,Extremely Severe Side Effects,5
106355,Implanon,Birth Control,"March 21, 2017",0,Severe Side Effects,3
101418,Viorele,Birth Control,"July 29, 2016",7,Moderate Side Effects,2
67934,Plan B,Emergency Contraception,"June 28, 2016",10,No Side Effects,4
198219,Ranolazine,Angina,"December 10, 2014",53,Mild Side Effects,5
80163,Benzonatate,Cough,"January 10, 2016",18,Moderate Side Effects,1
150345,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"July 9, 2017",17,Extremely Severe Side Effects,5
200006,Varenicline,Smoking Cessation,"January 11, 2016",28,No Side Effects,4
138596,Phentermine,Weight Loss,"January 26, 2013",22,Severe Side Effects,5
218100,Amoxicillin / clavulanate,Skin and Structure Infection,"May 10, 2017",1,Mild Side Effects,1
10781,Mononessa,Birth Control,"November 23, 2016",1,Mild Side Effects,5
178785,Victoza,"Diabetes, Type 2","February 12, 2014",75,Severe Side Effects,5
17625,Ethinyl estradiol / etonogestrel,Birth Control,"March 12, 2016",7,Moderate Side Effects,5
87025,Latuda,Bipolar Disorde,"December 9, 2015",19,Moderate Side Effects,4
148937,Mirena,Abnormal Uterine Bleeding,"February 22, 2016",12,No Side Effects,1
165435,Levonorgestrel,Birth Control,"June 7, 2017",1,Severe Side Effects,3
154260,Nexium,GERD,"February 17, 2012",55,Mild Side Effects,5
200186,Varenicline,Smoking Cessation,"January 11, 2015",36,Extremely Severe Side Effects,5
102553,Aripiprazole,Bipolar Disorde,"July 11, 2017",2,Mild Side Effects,3
192918,Drospirenone / ethinyl estradiol,Menstrual Disorders,"August 26, 2009",4,No Side Effects,2
102662,Aripiprazole,Bipolar Disorde,"January 15, 2015",74,No Side Effects,5
46862,Xenical,Obesity,"November 12, 2012",176,Moderate Side Effects,5
37339,Vyvanse,ADHD,"August 5, 2015",65,No Side Effects,5
184298,Hydroxyzine,Anxiety,"September 2, 2015",48,Mild Side Effects,4
189659,Oxycodone,Pain,"March 20, 2009",52,No Side Effects,5
91507,Anastrozole,Breast Cance,"October 16, 2016",41,Mild Side Effects,1
155255,Metronidazole,Bacterial Vaginitis,"December 11, 2015",5,Mild Side Effects,3
226109,Remicade,"Crohn's Disease, Acute","September 9, 2009",8,No Side Effects,2
143867,Etonogestrel,Birth Control,"September 8, 2016",4,Moderate Side Effects,2
111498,Cipro,Urinary Tract Infection,"January 21, 2015",68,No Side Effects,5
4143,Atropine / diphenoxylate,Diarrhea,"October 28, 2009",33,Mild Side Effects,5
202392,Lithium,Depression,"November 14, 2015",22,Moderate Side Effects,4
46404,Modafinil,Depression,"January 6, 2010",75,Severe Side Effects,5
196368,Eszopiclone,Insomnia,"August 30, 2016",22,Moderate Side Effects,1
23,Medroxyprogesterone,Birth Control,"October 10, 2015",5,No Side Effects,4
94833,Abilify,Bipolar Disorde,"January 4, 2012",9,Mild Side Effects,1
170509,Quetiapine,Bipolar Disorde,"May 27, 2015",6,Extremely Severe Side Effects,4
79968,Tenormin,Supraventricular Tachycardia,"August 7, 2009",38,Severe Side Effects,5
185245,Harvoni,Hepatitis C,"April 26, 2015",68,Moderate Side Effects,5
92707,Lybrel,Birth Control,"January 21, 2009",62,Mild Side Effects,5
72342,Tramadol,Pain,"January 29, 2012",10,Moderate Side Effects,2
226222,Etonogestrel,Birth Control,"September 14, 2015",1,Severe Side Effects,3
120497,Dapagliflozin,"Diabetes, Type 2","September 20, 2016",19,No Side Effects,5
188237,ParaGard,Birth Control,"September 28, 2017",1,No Side Effects,1
35932,Buprenorphine / naloxone,Opiate Dependence,"October 28, 2013",24,Severe Side Effects,5
109069,Nexplanon,Birth Control,"April 15, 2017",0,Severe Side Effects,1
120576,Acetaminophen / aspirin / caffeine,Migraine,"September 24, 2009",3,Mild Side Effects,2
86528,Invokana,"Diabetes, Type 2","November 20, 2015",12,Mild Side Effects,1
193745,Hydrocodone,Pain,"November 4, 2016",33,Mild Side Effects,1
145754,Qsymia,Weight Loss,"October 10, 2014",195,Mild Side Effects,5
3381,Nitrofurantoin,Bladder Infection,"February 9, 2016",38,Mild Side Effects,5
179732,Adapalene / benzoyl peroxide,Acne,"March 30, 2016",0,No Side Effects,4
18145,Ethinyl estradiol / etonogestrel,Birth Control,"August 27, 2011",0,No Side Effects,5
18894,Hydrochlorothiazide / losartan,High Blood Pressure,"July 24, 2009",58,Mild Side Effects,2
71092,Viberzi,Irritable Bowel Syndrome,"February 11, 2017",16,No Side Effects,3
26465,Sprintec,Birth Control,"January 9, 2015",25,No Side Effects,5
25423,Finasteride,Androgenetic Alopecia,"January 30, 2017",19,Moderate Side Effects,4
82993,Paxil,Anxiety and Stress,"August 22, 2015",27,No Side Effects,5
176134,Levlen,Birth Control,"November 9, 2011",15,Severe Side Effects,1
26753,Sprintec,Birth Control,"April 18, 2010",109,Moderate Side Effects,5
221862,Haldol,Psychosis,"September 16, 2015",27,Mild Side Effects,5
110301,Nexplanon,Birth Control,"March 1, 2016",5,No Side Effects,1
187573,Abilify Maintena,Schizophrenia,"January 10, 2016",22,Severe Side Effects,5
180837,Solodyn,Acne,"February 11, 2015",23,Severe Side Effects,5
223096,Estradiol,Postmenopausal Symptoms,"July 19, 2017",3,Mild Side Effects,1
42337,Atenolol,High Blood Pressure,"April 17, 2014",95,Mild Side Effects,5
195330,Glatiramer,Multiple Sclerosis,"May 8, 2016",32,Severe Side Effects,4
48046,Cariprazine,Schizophrenia,"May 27, 2017",17,Extremely Severe Side Effects,5
133566,Acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,Cold Symptoms,"January 28, 2014",1,Mild Side Effects,5
97038,Ambien,Insomnia,"February 4, 2014",90,Moderate Side Effects,4
37958,Adipex-P,Obesity,"May 19, 2017",38,Mild Side Effects,5
