Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
punggol	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
residents	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
x8ebm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
finishing	1	-1	0	-1.0	0.0	1	0	0	0	0	0	0	1	0	0	
@eigetu	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@yorulove	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mixi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
view_diary	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pl	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
1430946730	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
owner_id	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
160185	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@michaelhutto	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
lockport	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
churches	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bkc7bs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@thehugoawards	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
hugo	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nomination	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
deadline	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
t1qzv	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@vjdocherty	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@lonerwerewolf	1	-1	0	-1.0	0.0	0	1	0	0	0	0	1	0	0	0	
weakily	1	-1	0	-1.0	0.0	0	1	0	0	0	0	1	0	0	0	
whispers	1	-1	0	-1.0	0.0	0	1	0	0	0	0	1	0	0	0	
touches	1	-1	0	-1.0	0.0	0	1	0	0	0	0	1	0	0	0	
@alfredap	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
tunetoneandtechnical	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
welovezanessa	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
@travisjgordon	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ahaha	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
guessing	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
aio	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
burners	2	0	-2	0.0	-1.0	2	0	0	0	0	2	0	0	0	0	
97x6wi	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
langgeng	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@gitagraceia	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@sonnens	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
:-*	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
hbo	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
blu	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
instantly	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bh5yq	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@dilcek	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
@kekeeduck	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ngek	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nelpon	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
diangkat	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mati	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@sparkyjanie	1	-1	0	-1.0	0.0	0	0	1	0	0	1	0	0	0	0	
written	1	-1	0	-1.0	0.0	0	0	1	0	0	1	0	0	0	0	
researched	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
statistics	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
runpippirun	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
@therealciroc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tao	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ciroc	2	0	-2	0.0	-1.0	1	1	0	0	0	2	0	0	0	0	
ferrell	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
sensacional	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
land	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
rachei	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
rir	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
recomendo	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
quem	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
bom	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
minhas	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
2h	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
folga	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
frente	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
@danarohrabacher	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
casen	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
endorse	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@chuckdevore	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stood	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
decades	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
teaparty	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ocgop	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
escdaily	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
6037	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
whoop	2	4	0	2.0	0.0	0	0	2	0	0	2	0	0	0	0	
xr0752nxe	1	2	0	2.0	0.0	0	0	1	0	0	1	0	0	0	0	
dbvgi2	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
3qm5q	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
skyrock	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
2805227171	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@alltimeoonagh	1	-1	-1	-1.0	-1.0	0	0	1	0	0	1	0	0	0	0	
d7wzzj	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@mgilchr	1	-1	2	-1.0	2.0	1	0	0	0	0	0	0	1	0	0	
junket	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
yfawfec	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gracefully	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
@mikesheaap	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
correlation	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
superior	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
offended	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
@alisonkjordan	1	-1	-1	-1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
@djevilone	1	-1	-1	-1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
@reisfiya	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
minaj	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
puss	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
chipped	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
tooth	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
lls	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
ilike	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@v3nom6139	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
coonery	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
grits	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
@suziwong66	1	0	-2	0.0	-2.0	1	0	0	0	0	0	0	1	0	0	
avril	1	0	-2	0.0	-2.0	1	0	0	0	0	0	0	1	0	0	
lavigne	1	0	-2	0.0	-2.0	1	0	0	0	0	0	0	1	0	0	
awfully	1	0	-2	0.0	-2.0	1	0	0	0	0	0	0	1	0	0	
jarring	1	0	-2	0.0	-2.0	1	0	0	0	0	0	0	1	0	0	
hers	1	0	-2	0.0	-2.0	1	0	0	0	0	0	0	1	0	0	
jfk	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
societies	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
freedom	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zlghypdx0f4	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lovehasquotes	1	-3	0	-3.0	0.0	1	0	0	0	0	0	1	0	0	0	
@casey_onthemoon	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
mariosk8rock	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@cswagger205	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@nino_of_cfe	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nid	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
sna	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
aq	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
tamad	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
41ylw	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
@ryuzaraki	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
likable	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
fellow	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
^_^	3	1	1	0.33333334	0.33333334	0	1	2	0	0	2	1	0	0	0	
baltimore	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
1200	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
np	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
moneymen	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@cocoabuttaking	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
crave	1	-1	-2	-1.0	-2.0	0	1	0	0	0	0	1	0	0	0	
accepts	1	-1	-2	-1.0	-2.0	0	1	0	0	0	0	1	0	0	0	
@princesspunish	1	-1	0	-1.0	0.0	0	1	0	0	0	0	1	0	0	0	
eid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
391271768297	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mf	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
abq1jx	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stuff'mydadsays	1	1	-1	1.0	-1.0	0	1	0	0	0	0	1	0	0	0	
fencing	1	1	-1	1.0	-1.0	0	1	0	0	0	0	1	0	0	0	
exercised	1	1	-1	1.0	-1.0	0	1	0	0	0	0	1	0	0	0	
emailer	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
acton	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fergie	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
leafs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
concepts	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
advancement	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
yc2blkw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@princedezy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
avafgg	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
yoga's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
benefits	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
detriments	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stretch	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stretching	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
b2zqds	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
6m	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
7m	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
128	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
kbps	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
sizes	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
@nygirlstyle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@swatchus	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
monthly	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
swatch	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
swatchus	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nygirlstyle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
13531327	1	0	-4	0.0	-4.0	0	0	1	0	0	1	0	0	0	0	
tegan	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pandora	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lakersgrobie18	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
extension	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
2mrw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ilakandinsky	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
14and	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
bournemouth	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
suitcase	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
soh	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
khaled	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gordy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sout	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
afvkau	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@awriterslife92	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
attract	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
shortage	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
dyer	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
@jajuanj	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
@phenomenalltl	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
complain	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
@natsjournal	1	-1	-2	-1.0	-2.0	1	0	0	0	0	0	1	0	0	0	
nationals	1	-1	-2	-1.0	-2.0	1	0	0	0	0	0	1	0	0	0	
67	1	-1	-2	-1.0	-2.0	1	0	0	0	0	0	1	0	0	0	
82	1	-1	-2	-1.0	-2.0	1	0	0	0	0	0	1	0	0	0	
era	2	-2	-4	-1.0	-2.0	2	0	0	0	0	0	2	0	0	0	
pitchers	1	-1	-2	-1.0	-2.0	1	0	0	0	0	0	1	0	0	0	
@eonine	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
punches	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
airplane	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
sweater	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
stepped	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
surveillance	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tipping	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
scales	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
spies	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
instapaper	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zsno61sm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
buenos	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
aires	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@larry411	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@rmsaturdayuk	2	-2	0	-1.0	0.0	0	2	0	0	0	2	0	0	0	0	
@jenbirtles	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
rocketman	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@komplicateddoll	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
stinking	1	1	-3	1.0	-3.0	0	0	1	0	0	1	0	0	0	0	
keyshia	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
cole's	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@itsgiannayo	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
swac	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
@mizlizy	1	-2	0	-2.0	0.0	0	0	1	0	0	1	0	0	0	0	
@tomhanks	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nath	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
bike	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
mutiny	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
decked	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
9gtczs	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
swimmers	2	-2	-2	-1.0	-1.0	0	2	0	0	0	2	0	0	0	0	
argenziano	1	-1	-1	-1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
healey	1	-1	-1	-1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
division	1	-1	-1	-1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
@australiavotes	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
qanda	2	-1	0	-0.5	0.0	2	0	0	0	0	2	0	0	0	0	
fielding	2	-1	0	-0.5	0.0	2	0	0	0	0	2	0	0	0	0	
panellists	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
broltd	1	1	-1	1.0	-1.0	0	1	0	0	0	0	1	0	0	0	
sherlockholmes	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
soundtrack	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
appreciated	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
crossing	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@youngzeakbho	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
upright	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
sameer	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
nigam	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
sumit	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
vohra	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
webmaster	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
orientation	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ctf8vv	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@106andpark	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
ifiwerealame	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
medschool	1	0	2	0.0	2.0	0	1	0	0	0	0	0	1	0	0	
@robot138killz	1	0	0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	
infectious	1	0	0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	
hailings	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
unsaid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
assisti	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
s9ep17	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
9qxore	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
orangotag	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bcause	1	-2	0	-2.0	0.0	0	1	0	0	0	1	0	0	0	0	
@detikcom	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
terima	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
untuk	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
teman	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
sudah	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
menyebarkan	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
informasi	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
akun	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
resmi	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
detik	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@enterprisingsch	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
gardening	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
landscaping	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ssireview	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
fivdk	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
cawl2a	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
audiosfx	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dapfu8	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
demmi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ilhamakapane	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bahasa	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
perancis	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@everydayhowto	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
quickly	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
peel	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
b18brz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
kiddos	1	-1	1	-1.0	1.0	0	1	0	0	0	0	0	1	0	0	
ta	1	-1	1	-1.0	1.0	0	1	0	0	0	0	0	1	0	0	
edwin	1	-1	1	-1.0	1.0	0	1	0	0	0	0	0	1	0	0	
refinance	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
blogskid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ayaxn	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@wordofmouth	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
politics	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
role	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
contentment	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
1fa1c	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
frocks	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mumsnet	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
2350	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
925283	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
18837552	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@therockstarchar	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
shrughs	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
bently	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
dooney	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bourke	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
handbag	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
forsale	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
yardsellr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dr4	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
compliment	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@chris_daughtry	1	0	-2	0.0	-2.0	0	1	0	0	0	1	0	0	0	0	
greet	1	0	-2	0.0	-2.0	0	1	0	0	0	1	0	0	0	0	
werido	1	0	-2	0.0	-2.0	0	1	0	0	0	1	0	0	0	0	
thnks	1	0	-2	0.0	-2.0	0	1	0	0	0	1	0	0	0	0	
@pamille	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sheridan's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
docks	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
upstairs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@keithferrazi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
depth	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
kobo	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
daishi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@martyschiff	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
179h9j	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
okjobs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tulsa	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
allied	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
barton	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
1hqyd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
giants	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
regardless	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
unquote	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
sitepronews	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
